"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","top23_value","log_top23_value","median_player_value","squad_value_concentration","top5_value_share","top11_to_top23_ratio","value_drop_11_to_23","avg_age","value_weighted_avg_age","top11_avg_age","top11_u24_value_share","top11_over30_value_share","goalkeeper_value","log_goalkeeper_value","defense_value","log_defense_value","midfield_value","log_midfield_value","attack_value","log_attack_value","top1_goalkeeper_value","log_top1_goalkeeper_value","top4_defense_value","log_top4_defense_value","top4_midfield_value","log_top4_midfield_value","top3_attack_value","log_top3_attack_value","defense_value_share","midfield_value_share","attack_value_share","squad_value_momentum_6m","squad_value_momentum_12m","top11_value_momentum_6m","top11_value_momentum_12m","total_caps","total_goals","missing_value_share"
"Kyrgyzstan",2000-01-01,1999-12-31,40,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.117180013689254,NA,4.14137265882646,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Laos",2000-01-01,1999-12-31,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-2.9807642380042,NA,-0.0948291954452119,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Latvia",2000-01-01,1999-12-31,50,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.90069815195072,NA,12.176466928007,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Lebanon",2000-01-01,1999-12-31,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.12532747999717,NA,5.45230539481053,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Liberia",2000-01-01,1999-12-31,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.69920975670462,NA,6.52977412731006,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Libya",2000-01-01,1999-12-31,35,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.59102376063362,NA,7.46985252940078,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Liechtenstein",2000-01-01,1999-12-31,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.38945927446954,NA,5.38945927446954,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Lithuania",2000-01-01,1999-12-31,72,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.64799604532664,NA,15.3150395121648,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Luxembourg",2000-01-01,1999-12-31,43,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.00772010251023,NA,6.97853276087362,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Macao",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.05133470225873,NA,5.05133470225873,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Madagascar",2000-01-01,1999-12-31,23,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.91408505192989,NA,8.30887934789372,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Malawi",2000-01-01,1999-12-31,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.50330823636778,NA,2.50330823636778,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Malaysia",2000-01-01,1999-12-31,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.41572848072883,NA,4.85993404268558,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mali",2000-01-01,1999-12-31,180,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.5460947600578,NA,17.504324559766,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Malta",2000-01-01,1999-12-31,42,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.5688536879502,NA,7.99402650737353,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Martinique",2000-01-01,1999-12-31,37,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,8.52677729063766,NA,15.3404268558273,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mauritania",2000-01-01,1999-12-31,29,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.4204725152824,NA,5.73853524982888,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mauritius",2000-01-01,1999-12-31,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.80287474332649,NA,3.80287474332649,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mexico",2000-01-01,1999-12-31,536,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.718992307456557,NA,14.4399228423869,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Moldova",2000-01-01,1999-12-31,63,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.8311984615886,NA,13.4067575135337,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Monaco",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.88090349075975,NA,5.88090349075975,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mongolia",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-5.05133470225873,NA,-5.05133470225873,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Montenegro",2000-01-01,1999-12-31,118,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.30051392707572,NA,16.4992844253625,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Montserrat",2000-01-01,1999-12-31,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6.279717088752,NA,6.279717088752,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Morocco",2000-01-01,1999-12-31,366,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.55088400414418,NA,18.6211187853898,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mozambique",2000-01-01,1999-12-31,18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6.88250057038558,NA,9.39705058801568,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Myanmar",2000-01-01,1999-12-31,33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.30365254184556,NA,3.45093646941696,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Netherlands",2000-01-01,1999-12-31,1555,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.30991889513451,NA,19.8879970132537,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Neukaledonien",2000-01-01,1999-12-31,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,11.7713894592745,NA,11.7713894592745,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"New Caledonia",2000-01-01,1999-12-31,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.79466119096509,NA,3.79466119096509,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"New Zealand",2000-01-01,1999-12-31,105,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.735829992503504,NA,12.2488955261029,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Nicaragua",2000-01-01,1999-12-31,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.06411133926534,NA,3.06411133926534,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Niger",2000-01-01,1999-12-31,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.15800558100353,NA,3.79789683280443,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Nigeria",2000-01-01,1999-12-31,513,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.79552310695363,NA,17.1103229419451,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"North Macedonia",2000-01-01,1999-12-31,107,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.35955401178299,NA,16.1358969572522,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Northern Ireland",2000-01-01,1999-12-31,127,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.43516736999251,NA,16.6757513533694,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Norway",2000-01-01,1999-12-31,565,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.565930717837825,NA,16.788501026694,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Oman",2000-01-01,1999-12-31,50,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.19926078028747,NA,7.23041503328978,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Pakistan",2000-01-01,1999-12-31,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.4839151266256,NA,3.4839151266256,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Palestine",2000-01-01,1999-12-31,10,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.32621492128679,NA,3.32621492128679,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Panama",2000-01-01,1999-12-31,61,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.874002760292188,NA,7.21797025698463,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Papua New Guinea",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.01368925393566,NA,4.01368925393566,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Paraguay",2000-01-01,1999-12-31,147,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.41000246779067,NA,15.0051645821666,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Peru",2000-01-01,1999-12-31,102,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.88126585336393,NA,13.8201729823906,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Philippines",2000-01-01,1999-12-31,45,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.23787360255533,NA,9.45354987244104,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Poland",2000-01-01,1999-12-31,660,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.317607284342397,NA,16.6613154128555,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Portugal",2000-01-01,1999-12-31,1261,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.59781330180788,NA,16.8435069379628,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Puerto Rico",2000-01-01,1999-12-31,33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-2.99363242279053,NA,0.796465683529339,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Qatar",2000-01-01,1999-12-31,54,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.80021294395011,NA,9.89011262522556,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Réunion",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,16.1259411362081,NA,16.1259411362081,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Romania",2000-01-01,1999-12-31,558,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.737880226387876,NA,16.3467114678614,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Russia",2000-01-01,1999-12-31,1598,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.69838752924387,NA,16.9575010889179,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Rwanda",2000-01-01,1999-12-31,10,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.99753593429158,NA,1.99753593429158,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Saint-Martin",2000-01-01,1999-12-31,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,11.9662331736254,NA,11.9662331736254,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"San Marino",2000-01-01,1999-12-31,16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.317248459958932,NA,0.59535809843818,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sao Tome and Principe",2000-01-01,1999-12-31,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.41238877481177,NA,4.41238877481177,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Saudi Arabia",2000-01-01,1999-12-31,493,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.313631081548248,NA,6.10466056872628,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Scotland",2000-01-01,1999-12-31,1021,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.83907283125547,NA,18.8640408188663,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Senegal",2000-01-01,1999-12-31,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.4949135027043,NA,19.0121336568975,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Serbia",2000-01-01,1999-12-31,896,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.96186564975066,NA,19.0793354489453,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Seychelles",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,11.9808350444901,NA,11.9808350444901,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sierra Leone",2000-01-01,1999-12-31,33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.82073299732437,NA,9.76765602638293,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Singapore",2000-01-01,1999-12-31,36,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.71374248992319,NA,6.99296870138759,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sint Maarten",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.618754277891855,NA,0.618754277891855,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Slovakia",2000-01-01,1999-12-31,188,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.47861418148455,NA,16.6122829942132,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Slovenia",2000-01-01,1999-12-31,176,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.47282371974364,NA,16.377325617572,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Somalia",2000-01-01,1999-12-31,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.298425735797399,NA,0.298425735797399,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"South Africa",2000-01-01,1999-12-31,126,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.03849287832861,NA,11.9069130732375,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Southern Sudan",2000-01-01,1999-12-31,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.247775496235455,NA,0.247775496235455,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Spain",2000-01-01,1999-12-31,2169,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.80788698030718,NA,20.0751664488831,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sri Lanka",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,9.26488706365503,NA,9.26488706365503,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"St. Kitts & Nevis",2000-01-01,1999-12-31,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,7.47707049965777,NA,7.47707049965777,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"St. Lucia",2000-01-01,1999-12-31,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.78507871321013,NA,2.78507871321013,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"St. Vincent & Grenadinen",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-4.09034907597536,NA,-4.09034907597536,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sudan",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-6.19575633127995,NA,-6.19575633127995,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Suriname",2000-01-01,1999-12-31,62,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.43375063478395,NA,11.1146786136519,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sweden",2000-01-01,1999-12-31,764,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.60990284929995,NA,18.0986870760998,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Switzerland",2000-01-01,1999-12-31,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.666519138366107,NA,15.0527036276523,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Syria",2000-01-01,1999-12-31,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.11001182253749,NA,5.58222885943625,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Tahiti",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,19.6386036960986,NA,19.6386036960986,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Tajikistan",2000-01-01,1999-12-31,44,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.227241615331965,NA,5.17304461452305,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Tanzania",2000-01-01,1999-12-31,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.684006388318503,NA,-0.684006388318503,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Thailand",2000-01-01,1999-12-31,60,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.81368925393566,NA,7.20876112251882,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"The Gambia",2000-01-01,1999-12-31,87,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.277372607330832,NA,10.4431584842262,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Togo",2000-01-01,1999-12-31,45,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4.74889345197353,NA,12.9871196565242,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Trinidad and Tobago",2000-01-01,1999-12-31,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.27528437795378,NA,7.2326550930247,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Tunisia",2000-01-01,1999-12-31,122,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.48492498962085,NA,15.6400970692552,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Turkey",2000-01-01,1999-12-31,2180,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.65081833554778,NA,18.617659137577,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Turkmenistan",2000-01-01,1999-12-31,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.542094455852156,NA,0.542094455852156,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Uganda",2000-01-01,1999-12-31,69,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.65203503655428,NA,7.49374649990666,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Ukraine",2000-01-01,1999-12-31,1623,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.36420344597392,NA,19.371289901064,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"United Arab Emirates",2000-01-01,1999-12-31,27,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.08287068725125,NA,5.03341422437932,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"United States",2000-01-01,1999-12-31,614,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.467472415261515,NA,17.6335013378135,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Uruguay",2000-01-01,1999-12-31,343,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3.82253458731689,NA,17.4194511853649,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Uzbekistan",2000-01-01,1999-12-31,58,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.78873704831363,NA,11.7399041752225,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Vanuatu",2000-01-01,1999-12-31,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,6.25325119780972,NA,6.25325119780972,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Venezuela",2000-01-01,1999-12-31,137,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.80513796669614,NA,14.6982763984817,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Vietnam",2000-01-01,1999-12-31,47,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.712190717520789,NA,3.88426358036214,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
