"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","median_player_value","squad_value_concentration","avg_age","total_caps","total_goals","missing_value_share"
"Chinese Taipei","2000-07-01","2000-06-30",38,0,0,0,0,0,0,0,NA,NA,1.28239489895169,NA,NA,1
"Colombia","2000-07-01","2000-06-30",956,0,0,0,0,0,0,0,NA,NA,1.21965524845423,NA,NA,1
"Comoros","2000-07-01","2000-06-30",66,0,0,0,0,0,0,0,NA,NA,1.75363491174579,NA,NA,1
"Congo","2000-07-01","2000-06-30",58,0,0,0,0,0,0,0,NA,NA,5.09013665651774,NA,NA,1
"Costa Rica","2000-07-01","2000-06-30",83,0,0,0,0,0,0,0,NA,NA,3.32032029555594,NA,NA,1
"Cote d'Ivoire","2000-07-01","2000-06-30",327,0,0,0,0,0,0,0,NA,NA,3.23789788318922,NA,NA,1
"Croatia","2000-07-01","2000-06-30",584,0,0,0,0,0,0,0,NA,NA,2.6046102781919,NA,NA,1
"Cuba","2000-07-01","2000-06-30",5,0,0,0,0,0,0,0,NA,NA,1.22600958247776,NA,NA,1
"Curacao","2000-07-01","2000-06-30",77,0,0,0,0,0,0,0,NA,NA,3.71775247339929,NA,NA,1
"Cyprus","2000-07-01","2000-06-30",61,0,0,0,0,0,0,0,NA,NA,3.50961052950483,NA,NA,1
"Czech Republic","2000-07-01","2000-06-30",574,0,0,0,0,0,0,0,NA,NA,2.46692757335317,NA,NA,1
"Denmark","2000-07-01","2000-06-30",1200,0,0,0,0,0,0,0,NA,NA,3.8170371493277,NA,NA,1
"Dominican Republic","2000-07-01","2000-06-30",48,0,0,0,0,0,0,0,NA,NA,0.208704083960758,NA,NA,1
"DR Congo","2000-07-01","2000-06-30",152,0,0,0,0,0,0,0,NA,NA,5.75042328614143,NA,NA,1
"Ecuador","2000-07-01","2000-06-30",106,0,0,0,0,0,0,0,NA,NA,1.76482894889776,NA,NA,1
"Egypt","2000-07-01","2000-06-30",100,0,0,0,0,0,0,0,NA,NA,5.25557837097878,NA,NA,1
"El Salvador","2000-07-01","2000-06-30",53,0,0,0,0,0,0,0,NA,NA,2.17664303333204,NA,NA,1
"England","2000-07-01","2000-06-30",1682,0,0,0,0,0,0,0,NA,NA,4.08315611365174,NA,NA,1
"Equatorial Guinea","2000-07-01","2000-06-30",23,0,0,0,0,0,0,0,NA,NA,5.4990328244502,NA,NA,1
"Eritrea","2000-07-01","2000-06-30",4,0,0,0,0,0,0,0,NA,NA,8.5523613963039,NA,NA,1
"Estonia","2000-07-01","2000-06-30",52,0,0,0,0,0,0,0,NA,NA,3.52392986889907,NA,NA,1
"Ethiopia","2000-07-01","2000-06-30",43,0,0,0,0,0,0,0,NA,NA,2.01792337201343,NA,NA,1
"Faroe Islands","2000-07-01","2000-06-30",45,0,0,0,0,0,0,0,NA,NA,2.85089360407636,NA,NA,1
"Fiji","2000-07-01","2000-06-30",3,0,0,0,0,0,0,0,NA,NA,5.34702258726899,NA,NA,1
"Finland","2000-07-01","2000-06-30",122,0,0,0,0,0,0,0,NA,NA,3.94062005587908,NA,NA,1
"France","2000-07-01","2000-06-30",1888,0,0,0,0,0,0,0,NA,NA,4.7088523479392,NA,NA,1
"French Guiana","2000-07-01","2000-06-30",8,0,0,0,0,0,0,0,NA,NA,11.5609171800137,NA,NA,1
"Gabon","2000-07-01","2000-06-30",36,0,0,0,0,0,0,0,NA,NA,5.59145182143129,NA,NA,1
"Georgia","2000-07-01","2000-06-30",137,0,0,0,0,0,0,0,NA,NA,4.47320853130293,NA,NA,1
"Germany","2000-07-01","2000-06-30",1452,0,0,0,0,0,0,0,NA,NA,4.52278176767887,NA,NA,1
"Ghana","2000-07-01","2000-06-30",380,0,0,0,0,0,0,0,NA,NA,2.4742369324513,NA,NA,1
"Gibraltar","2000-07-01","2000-06-30",30,0,0,0,0,0,0,0,NA,NA,-1.24289299566507,NA,NA,1
"Greece","2000-07-01","2000-06-30",1298,0,0,0,0,0,0,0,NA,NA,5.0633584478898,NA,NA,1
"Grenada","2000-07-01","2000-06-30",9,0,0,0,0,0,0,0,NA,NA,6.16046847669024,NA,NA,1
"Guadeloupe","2000-07-01","2000-06-30",41,0,0,0,0,0,0,0,NA,NA,8.12246874008781,NA,NA,1
"Guatemala","2000-07-01","2000-06-30",27,0,0,0,0,0,0,0,NA,NA,1.84957030952924,NA,NA,1
"Guinea","2000-07-01","2000-06-30",128,0,0,0,0,0,0,0,NA,NA,3.33641341546886,NA,NA,1
"Guinea-Bissau","2000-07-01","2000-06-30",85,0,0,0,0,0,0,0,NA,NA,3.67538752667391,NA,NA,1
"Guyana","2000-07-01","2000-06-30",10,0,0,0,0,0,0,0,NA,NA,2.25544147843943,NA,NA,1
"Haiti","2000-07-01","2000-06-30",40,0,0,0,0,0,0,0,NA,NA,4.01095140314853,NA,NA,1
"Honduras","2000-07-01","2000-06-30",66,0,0,0,0,0,0,0,NA,NA,4.51181216684297,NA,NA,1
"Hongkong","2000-07-01","2000-06-30",36,0,0,0,0,0,0,0,NA,NA,3.89976424062666,NA,NA,1
"Hungary","2000-07-01","2000-06-30",135,0,0,0,0,0,0,0,NA,NA,4.9327147818592,NA,NA,1
"Iceland","2000-07-01","2000-06-30",126,0,0,0,0,0,0,0,NA,NA,4.55915170083548,NA,NA,1
"India","2000-07-01","2000-06-30",21,0,0,0,0,0,0,0,NA,NA,1.8736025553274,NA,NA,1
"Indonesia","2000-07-01","2000-06-30",38,0,0,0,0,0,0,0,NA,NA,0.968406642890594,NA,NA,1
"Iran","2000-07-01","2000-06-30",56,0,0,0,0,0,0,0,NA,NA,5.1481372836609,NA,NA,1
"Iraq","2000-07-01","2000-06-30",66,0,0,0,0,0,0,0,NA,NA,1.52772073921971,NA,NA,1
"Ireland","2000-07-01","2000-06-30",276,0,0,0,0,0,0,0,NA,NA,5.60128559950004,NA,NA,1
"Israel","2000-07-01","2000-06-30",144,0,0,0,0,0,0,0,NA,NA,4.73024564605673,NA,NA,1
"Italy","2000-07-01","2000-06-30",1993,0,0,0,0,0,0,0,NA,NA,4.6694271840559,NA,NA,1
"Jamaica","2000-07-01","2000-06-30",111,0,0,0,0,0,0,0,NA,NA,2.74648364997441,NA,NA,1
"Japan","2000-07-01","2000-06-30",923,0,0,0,0,0,0,0,NA,NA,1.02418781300064,NA,NA,1
"Jordan","2000-07-01","2000-06-30",45,0,0,0,0,0,0,0,NA,NA,1.97405125865085,NA,NA,1
"Kazakhstan","2000-07-01","2000-06-30",36,0,0,0,0,0,0,0,NA,NA,4.41752224503765,NA,NA,1
"Kenya","2000-07-01","2000-06-30",23,0,0,0,0,0,0,0,NA,NA,3.29494390381811,NA,NA,1
"Korea, North","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,5.59890485968515,NA,NA,1
"Korea, South","2000-07-01","2000-06-30",610,0,0,0,0,0,0,0,NA,NA,0.266208862108817,NA,NA,1
"Kosovo","2000-07-01","2000-06-30",129,0,0,0,0,0,0,0,NA,NA,1.53514901654914,NA,NA,1
"Kyrgyzstan","2000-07-01","2000-06-30",40,0,0,0,0,0,0,0,NA,NA,0.615468856947297,NA,NA,1
"Laos","2000-07-01","2000-06-30",29,0,0,0,0,0,0,0,NA,NA,-2.48247539474616,NA,NA,1
"Latvia","2000-07-01","2000-06-30",50,0,0,0,0,0,0,0,NA,NA,3.39898699520876,NA,NA,1
"Lebanon","2000-07-01","2000-06-30",29,0,0,0,0,0,0,0,NA,NA,2.62361632325521,NA,NA,1
"Liberia","2000-07-01","2000-06-30",22,0,0,0,0,0,0,0,NA,NA,2.19749859996267,NA,NA,1
"Libya","2000-07-01","2000-06-30",35,0,0,0,0,0,0,0,NA,NA,3.08931260389166,NA,NA,1
"Liechtenstein","2000-07-01","2000-06-30",4,0,0,0,0,0,0,0,NA,NA,5.88774811772758,NA,NA,1
"Lithuania","2000-07-01","2000-06-30",72,0,0,0,0,0,0,0,NA,NA,4.14628488858468,NA,NA,1
"Luxembourg","2000-07-01","2000-06-30",43,0,0,0,0,0,0,0,NA,NA,1.50600894576827,NA,NA,1
"Macao","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,5.54962354551677,NA,NA,1
"Madagascar","2000-07-01","2000-06-30",23,0,0,0,0,0,0,0,NA,NA,5.41237389518793,NA,NA,1
"Malawi","2000-07-01","2000-06-30",3,0,0,0,0,0,0,0,NA,NA,3.00159707962583,NA,NA,1
"Malaysia","2000-07-01","2000-06-30",29,0,0,0,0,0,0,0,NA,NA,2.91401732398688,NA,NA,1
"Mali","2000-07-01","2000-06-30",180,0,0,0,0,0,0,0,NA,NA,4.04438360331584,NA,NA,1
"Malta","2000-07-01","2000-06-30",42,0,0,0,0,0,0,0,NA,NA,2.06714253120824,NA,NA,1
"Martinique","2000-07-01","2000-06-30",37,0,0,0,0,0,0,0,NA,NA,9.0250661338957,NA,NA,1
"Mauritania","2000-07-01","2000-06-30",29,0,0,0,0,0,0,0,NA,NA,1.91876135854044,NA,NA,1
"Mauritius","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,4.30116358658453,NA,NA,1
"Mexico","2000-07-01","2000-06-30",536,0,0,0,0,0,0,0,NA,NA,-0.220703464198515,NA,NA,1
"Moldova","2000-07-01","2000-06-30",63,0,0,0,0,0,0,0,NA,NA,3.32948730484665,NA,NA,1
"Monaco","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,6.3791923340178,NA,NA,1
"Mongolia","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,-4.55304585900068,NA,NA,1
"Montenegro","2000-07-01","2000-06-30",118,0,0,0,0,0,0,0,NA,NA,4.79880277033376,NA,NA,1
"Montserrat","2000-07-01","2000-06-30",6,0,0,0,0,0,0,0,NA,NA,6.77800593201004,NA,NA,1
"Morocco","2000-07-01","2000-06-30",366,0,0,0,0,0,0,0,NA,NA,3.04917284740222,NA,NA,1
"Mozambique","2000-07-01","2000-06-30",18,0,0,0,0,0,0,0,NA,NA,7.38078941364362,NA,NA,1
"Myanmar","2000-07-01","2000-06-30",33,0,0,0,0,0,0,0,NA,NA,0.801941385103602,NA,NA,1
"Netherlands","2000-07-01","2000-06-30",1555,0,0,0,0,0,0,0,NA,NA,3.80820773839255,NA,NA,1
"Neukaledonien","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,12.2696783025325,NA,NA,1
"New Caledonia","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,4.29295003422313,NA,NA,1
"New Zealand","2000-07-01","2000-06-30",105,0,0,0,0,0,0,0,NA,NA,-0.237541149245461,NA,NA,1
"Nicaragua","2000-07-01","2000-06-30",6,0,0,0,0,0,0,0,NA,NA,3.56240018252339,NA,NA,1
"Niger","2000-07-01","2000-06-30",13,0,0,0,0,0,0,0,NA,NA,3.65629442426157,NA,NA,1
"Nigeria","2000-07-01","2000-06-30",513,0,0,0,0,0,0,0,NA,NA,2.29381195021168,NA,NA,1
"North Macedonia","2000-07-01","2000-06-30",107,0,0,0,0,0,0,0,NA,NA,4.85784285504104,NA,NA,1
"Northern Ireland","2000-07-01","2000-06-30",127,0,0,0,0,0,0,0,NA,NA,4.93345621325055,NA,NA,1
"Norway","2000-07-01","2000-06-30",565,0,0,0,0,0,0,0,NA,NA,1.06421956109587,NA,NA,1
"Oman","2000-07-01","2000-06-30",50,0,0,0,0,0,0,0,NA,NA,2.69754962354552,NA,NA,1
"Pakistan","2000-07-01","2000-06-30",4,0,0,0,0,0,0,0,NA,NA,3.98220396988364,NA,NA,1
"Palestine","2000-07-01","2000-06-30",10,0,0,0,0,0,0,0,NA,NA,3.82450376454483,NA,NA,1
"Panama","2000-07-01","2000-06-30",61,0,0,0,0,0,0,0,NA,NA,1.37229160355023,NA,NA,1
"Papua New Guinea","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,4.5119780971937,NA,NA,1
"Paraguay","2000-07-01","2000-06-30",147,0,0,0,0,0,0,0,NA,NA,3.90829131104872,NA,NA,1
"Peru","2000-07-01","2000-06-30",102,0,0,0,0,0,0,0,NA,NA,3.37955469662198,NA,NA,1
"Philippines","2000-07-01","2000-06-30",45,0,0,0,0,0,0,0,NA,NA,1.73616244581337,NA,NA,1
"Poland","2000-07-01","2000-06-30",660,0,0,0,0,0,0,0,NA,NA,0.81589612760044,NA,NA,1
"Portugal","2000-07-01","2000-06-30",1261,0,0,0,0,0,0,0,NA,NA,5.09610214506592,NA,NA,1
"Puerto Rico","2000-07-01","2000-06-30",33,0,0,0,0,0,0,0,NA,NA,-2.49534357953249,NA,NA,1
"Qatar","2000-07-01","2000-06-30",54,0,0,0,0,0,0,0,NA,NA,3.29850178720815,NA,NA,1
"Réunion","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,16.6242299794661,NA,NA,1
"Romania","2000-07-01","2000-06-30",558,0,0,0,0,0,0,0,NA,NA,1.23616906964592,NA,NA,1
"Russia","2000-07-01","2000-06-30",1598,0,0,0,0,0,0,0,NA,NA,4.19667637250191,NA,NA,1
"Rwanda","2000-07-01","2000-06-30",10,0,0,0,0,0,0,0,NA,NA,2.49582477754962,NA,NA,1
"Saint-Martin","2000-07-01","2000-06-30",3,0,0,0,0,0,0,0,NA,NA,12.4645220168834,NA,NA,1
"San Marino","2000-07-01","2000-06-30",16,0,0,0,0,0,0,0,NA,NA,0.18104038329911,NA,NA,1
"Sao Tome and Principe","2000-07-01","2000-06-30",8,0,0,0,0,0,0,0,NA,NA,4.91067761806982,NA,NA,1
"Saudi Arabia","2000-07-01","2000-06-30",493,0,0,0,0,0,0,0,NA,NA,0.184657761709795,NA,NA,1
"Scotland","2000-07-01","2000-06-30",1021,0,0,0,0,0,0,0,NA,NA,4.33736167451351,NA,NA,1
"Senegal","2000-07-01","2000-06-30",408,0,0,0,0,0,0,0,NA,NA,3.99320234596234,NA,NA,1
"Serbia","2000-07-01","2000-06-30",896,0,0,0,0,0,0,0,NA,NA,2.4601544930087,NA,NA,1
"Seychelles","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,12.4791238877481,NA,NA,1
"Sierra Leone","2000-07-01","2000-06-30",33,0,0,0,0,0,0,0,NA,NA,3.31902184058242,NA,NA,1
"Singapore","2000-07-01","2000-06-30",36,0,0,0,0,0,0,0,NA,NA,2.21203133318123,NA,NA,1
"Sint Maarten","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,1.1170431211499,NA,NA,1
"Slovakia","2000-07-01","2000-06-30",188,0,0,0,0,0,0,0,NA,NA,4.9769030247426,NA,NA,1
"Slovenia","2000-07-01","2000-06-30",176,0,0,0,0,0,0,0,NA,NA,4.97111256300168,NA,NA,1
"Somalia","2000-07-01","2000-06-30",5,0,0,0,0,0,0,0,NA,NA,0.796714579055442,NA,NA,1
"South Africa","2000-07-01","2000-06-30",126,0,0,0,0,0,0,0,NA,NA,3.53678172158665,NA,NA,1
"Southern Sudan","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,0.746064339493498,NA,NA,1
"Spain","2000-07-01","2000-06-30",2169,0,0,0,0,0,0,0,NA,NA,5.30617582356522,NA,NA,1
"Sri Lanka","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,9.76317590691307,NA,NA,1
"St. Kitts & Nevis","2000-07-01","2000-06-30",4,0,0,0,0,0,0,0,NA,NA,7.97535934291581,NA,NA,1
"St. Lucia","2000-07-01","2000-06-30",4,0,0,0,0,0,0,0,NA,NA,3.28336755646817,NA,NA,1
"St. Vincent & Grenadinen","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,-3.59206023271732,NA,NA,1
"Sudan","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,-5.6974674880219,NA,NA,1
"Suriname","2000-07-01","2000-06-30",62,0,0,0,0,0,0,0,NA,NA,3.93203947804199,NA,NA,1
"Sweden","2000-07-01","2000-06-30",764,0,0,0,0,0,0,0,NA,NA,1.10819169255799,NA,NA,1
"Switzerland","2000-07-01","2000-06-30",400,0,0,0,0,0,0,0,NA,NA,1.16480798162415,NA,NA,1
"Syria","2000-07-01","2000-06-30",22,0,0,0,0,0,0,0,NA,NA,2.60830066579553,NA,NA,1
"Tahiti","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,20.1368925393566,NA,NA,1
"Tajikistan","2000-07-01","2000-06-30",44,0,0,0,0,0,0,0,NA,NA,0.271047227926078,NA,NA,1
"Tanzania","2000-07-01","2000-06-30",6,0,0,0,0,0,0,0,NA,NA,-0.185717545060461,NA,NA,1
"Thailand","2000-07-01","2000-06-30",60,0,0,0,0,0,0,0,NA,NA,2.3119780971937,NA,NA,1
"The Gambia","2000-07-01","2000-06-30",87,0,0,0,0,0,0,0,NA,NA,0.775661450588873,NA,NA,1
"Togo","2000-07-01","2000-06-30",45,1,150000,11.9183972397228,150000,11.9183972397228,150000,11.9183972397228,150000,1,5.24718229523158,NA,NA,0.977777777777778
"Trinidad and Tobago","2000-07-01","2000-06-30",21,0,0,0,0,0,0,0,NA,NA,2.77357322121182,NA,NA,1
"Tunisia","2000-07-01","2000-06-30",122,0,0,0,0,0,0,0,NA,NA,5.9832138328789,NA,NA,1
"Turkey","2000-07-01","2000-06-30",2180,0,0,0,0,0,0,0,NA,NA,3.14910717880582,NA,NA,1
"Turkmenistan","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,1.0403832991102,NA,NA,1
"Uganda","2000-07-01","2000-06-30",69,0,0,0,0,0,0,0,NA,NA,2.15032387981232,NA,NA,1
"Ukraine","2000-07-01","2000-06-30",1623,0,0,0,0,0,0,0,NA,NA,3.86249228923197,NA,NA,1
"United Arab Emirates","2000-07-01","2000-06-30",27,0,0,0,0,0,0,0,NA,NA,1.58115953050929,NA,NA,1
"United States","2000-07-01","2000-06-30",614,0,0,0,0,0,0,0,NA,NA,0.0308164279965275,NA,NA,1
"Uruguay","2000-07-01","2000-06-30",343,0,0,0,0,0,0,0,NA,NA,4.32082343057493,NA,NA,1
"Uzbekistan","2000-07-01","2000-06-30",58,0,0,0,0,0,0,0,NA,NA,3.28702589157167,NA,NA,1
"Vanuatu","2000-07-01","2000-06-30",1,0,0,0,0,0,0,0,NA,NA,6.75154004106776,NA,NA,1
"Venezuela","2000-07-01","2000-06-30",137,0,0,0,0,0,0,0,NA,NA,3.30342680995419,NA,NA,1
"Vietnam","2000-07-01","2000-06-30",47,0,0,0,0,0,0,0,NA,NA,1.21047956077883,NA,NA,1
"Wales","2000-07-01","2000-06-30",152,0,0,0,0,0,0,0,NA,NA,4.13739688029108,NA,NA,1
"Yemen","2000-07-01","2000-06-30",2,0,0,0,0,0,0,0,NA,NA,-4.31348391512663,NA,NA,1
"Zambia","2000-07-01","2000-06-30",24,0,0,0,0,0,0,0,NA,NA,3.35455167693361,NA,NA,1
"Zimbabwe","2000-07-01","2000-06-30",26,0,0,0,0,0,0,0,NA,NA,5.74959195493076,NA,NA,1
"Afghanistan","2001-01-01","2000-12-31",3,0,0,0,0,0,0,0,NA,NA,6.95596623317363,NA,NA,1
"Albania","2001-01-01","2000-12-31",183,0,0,0,0,0,0,0,NA,NA,3.52253677584407,NA,NA,1
"Algeria","2001-01-01","2000-12-31",200,0,0,0,0,0,0,0,NA,NA,5.17775496235455,NA,NA,1
"Andorra","2001-01-01","2000-12-31",36,0,0,0,0,0,0,0,NA,NA,3.28572515020154,NA,NA,1
"Angola","2001-01-01","2000-12-31",84,0,0,0,0,0,0,0,NA,NA,4.49841921710505,NA,NA,1
"Antigua and Barbuda","2001-01-01","2000-12-31",9,0,0,0,0,0,0,0,NA,NA,5.04585900068446,NA,NA,1
"Argentina","2001-01-01","2000-12-31",1732,0,0,0,0,0,0,0,NA,NA,3.61465224394693,NA,NA,1
"Armenia","2001-01-01","2000-12-31",88,0,0,0,0,0,0,0,NA,NA,5.02065832866654,NA,NA,1
"Aruba","2001-01-01","2000-12-31",6,0,0,0,0,0,0,0,NA,NA,9.42550764316678,NA,NA,1
"Australia","2001-01-01","2000-12-31",474,0,0,0,0,0,0,0,NA,NA,0.266986660197484,NA,NA,1
"Austria","2001-01-01","2000-12-31",421,0,0,0,0,0,0,0,NA,NA,2.62967308757863,NA,NA,1
"Azerbaijan","2001-01-01","2000-12-31",62,0,0,0,0,0,0,0,NA,NA,3.73213221169769,NA,NA,1
"Bahrain","2001-01-01","2000-12-31",2,0,0,0,0,0,0,0,NA,NA,5.39767282683094,NA,NA,1
"Bangladesh","2001-01-01","2000-12-31",38,0,0,0,0,0,0,0,NA,NA,0.231276342807738,NA,NA,1
"Barbados","2001-01-01","2000-12-31",5,0,0,0,0,0,0,0,NA,NA,7.34893908281999,NA,NA,1
"Belarus","2001-01-01","2000-12-31",114,0,0,0,0,0,0,0,NA,NA,6.15826698848421,NA,NA,1
"Belgium","2001-01-01","2000-12-31",1194,0,0,0,0,0,0,0,NA,NA,4.14588800722756,NA,NA,1
"Benin","2001-01-01","2000-12-31",29,0,0,0,0,0,0,0,NA,NA,6.44744978640043,NA,NA,1
"Bermuda","2001-01-01","2000-12-31",2,0,0,0,0,0,0,0,NA,NA,7.419575633128,NA,NA,1
"Bolivia","2001-01-01","2000-12-31",62,0,0,0,0,0,0,0,NA,NA,1.07628447152856,NA,NA,1
"Bonaire","2001-01-01","2000-12-31",3,0,0,0,0,0,0,0,NA,NA,0.271047227926078,NA,NA,1
"Bosnia-Herzegovina","2001-01-01","2000-12-31",244,0,0,0,0,0,0,0,NA,NA,4.41416725575341,NA,NA,1
"Botswana","2001-01-01","2000-12-31",1,0,0,0,0,0,0,0,NA,NA,-5.08418891170431,NA,NA,1
"Brazil","2001-01-01","2000-12-31",2697,0,0,0,0,0,0,0,NA,NA,4.38765916549354,NA,NA,1
"Brunei Darussalam","2001-01-01","2000-12-31",1,0,0,0,0,0,0,0,NA,NA,2.65023956194387,NA,NA,1
"Bulgaria","2001-01-01","2000-12-31",100,0,0,0,0,0,0,0,NA,NA,6.9676386036961,NA,NA,1
"Burkina Faso","2001-01-01","2000-12-31",70,0,0,0,0,0,0,0,NA,NA,3.43299110198494,NA,NA,1
"Burundi","2001-01-01","2000-12-31",19,0,0,0,0,0,0,0,NA,NA,4.86602543319284,NA,NA,1
"Cambodia","2001-01-01","2000-12-31",24,0,0,0,0,0,0,0,NA,NA,-0.0951403148528406,NA,NA,1
"Cameroon","2001-01-01","2000-12-31",246,0,0,0,0,0,0,0,NA,NA,5.63581019793771,NA,NA,1
"Canada","2001-01-01","2000-12-31",133,0,0,0,0,0,0,0,NA,NA,1.85142527777349,NA,NA,1
"Cape Verde","2001-01-01","2000-12-31",114,0,0,0,0,0,0,0,NA,NA,6.28769047876364,NA,NA,1
"Central African Republic","2001-01-01","2000-12-31",24,0,0,0,0,0,0,0,NA,NA,6.30823636778462,NA,NA,1
"Chad","2001-01-01","2000-12-31",5,0,0,0,0,0,0,0,NA,NA,6.78767967145791,NA,NA,1
"Chile","2001-01-01","2000-12-31",144,0,0,0,0,0,0,0,NA,NA,5.70187846984562,NA,NA,1
"China","2001-01-01","2000-12-31",58,0,0,0,0,0,0,0,NA,NA,3.50156954377021,NA,NA,1
"Chinese Taipei","2001-01-01","2000-12-31",38,0,0,0,0,0,0,0,NA,NA,1.786159443784,NA,NA,1
"Colombia","2001-01-01","2000-12-31",956,0,0,0,0,0,0,0,NA,NA,1.72341979328654,NA,NA,1
"Comoros","2001-01-01","2000-12-31",66,0,0,0,0,0,0,0,NA,NA,2.2573994565781,NA,NA,1
"Congo","2001-01-01","2000-12-31",58,0,0,0,0,0,0,0,NA,NA,5.59390120135004,NA,NA,1
"Costa Rica","2001-01-01","2000-12-31",83,0,0,0,0,0,0,0,NA,NA,3.82408484038825,NA,NA,1
"Cote d'Ivoire","2001-01-01","2000-12-31",327,0,0,0,0,0,0,0,NA,NA,3.74166242802152,NA,NA,1
"Croatia","2001-01-01","2000-12-31",584,0,0,0,0,0,0,0,NA,NA,3.1083748230242,NA,NA,1
"Cuba","2001-01-01","2000-12-31",5,0,0,0,0,0,0,0,NA,NA,1.72977412731006,NA,NA,1
"Curacao","2001-01-01","2000-12-31",77,0,0,0,0,0,0,0,NA,NA,4.2215170182316,NA,NA,1
"Cyprus","2001-01-01","2000-12-31",61,0,0,0,0,0,0,0,NA,NA,4.01337507433714,NA,NA,1
"Czech Republic","2001-01-01","2000-12-31",574,0,0,0,0,0,0,0,NA,NA,2.97069211818548,NA,NA,1
"Denmark","2001-01-01","2000-12-31",1200,0,0,0,0,0,0,0,NA,NA,4.32080169416002,NA,NA,1
"Dominican Republic","2001-01-01","2000-12-31",48,0,0,0,0,0,0,0,NA,NA,0.712468628793064,NA,NA,1
"DR Congo","2001-01-01","2000-12-31",152,0,0,0,0,0,0,0,NA,NA,6.25418783097374,NA,NA,1
"Ecuador","2001-01-01","2000-12-31",106,0,0,0,0,0,0,0,NA,NA,2.26859349373006,NA,NA,1
"Egypt","2001-01-01","2000-12-31",100,0,0,0,0,0,0,0,NA,NA,5.75934291581109,NA,NA,1
"El Salvador","2001-01-01","2000-12-31",53,0,0,0,0,0,0,0,NA,NA,2.68040757816435,NA,NA,1
"England","2001-01-01","2000-12-31",1682,0,0,0,0,0,0,0,NA,NA,4.58692065848404,NA,NA,1
"Equatorial Guinea","2001-01-01","2000-12-31",23,0,0,0,0,0,0,0,NA,NA,6.0027973692825,NA,NA,1
"Eritrea","2001-01-01","2000-12-31",4,0,0,0,0,0,0,0,NA,NA,9.05612594113621,NA,NA,1
"Estonia","2001-01-01","2000-12-31",52,0,0,0,0,0,0,0,NA,NA,4.02769441373137,NA,NA,1
"Ethiopia","2001-01-01","2000-12-31",43,0,0,0,0,0,0,0,NA,NA,2.52168791684574,NA,NA,1
"Faroe Islands","2001-01-01","2000-12-31",45,0,0,0,0,0,0,0,NA,NA,3.35465814890866,NA,NA,1
"Fiji","2001-01-01","2000-12-31",3,0,0,0,0,0,0,0,NA,NA,5.8507871321013,NA,NA,1
"Finland","2001-01-01","2000-12-31",122,0,0,0,0,0,0,0,NA,NA,4.44438460071139,NA,NA,1
"France","2001-01-01","2000-12-31",1888,0,0,0,0,0,0,0,NA,NA,5.2126168927715,NA,NA,1
"French Guiana","2001-01-01","2000-12-31",8,0,0,0,0,0,0,0,NA,NA,12.064681724846,NA,NA,1
"Gabon","2001-01-01","2000-12-31",36,0,0,0,0,0,0,0,NA,NA,6.09521636626359,NA,NA,1
"Georgia","2001-01-01","2000-12-31",137,0,0,0,0,0,0,0,NA,NA,4.97697307613524,NA,NA,1
"Germany","2001-01-01","2000-12-31",1452,0,0,0,0,0,0,0,NA,NA,5.02654631251118,NA,NA,1
"Ghana","2001-01-01","2000-12-31",380,0,0,0,0,0,0,0,NA,NA,2.9780014772836,NA,NA,1
"Gibraltar","2001-01-01","2000-12-31",30,0,0,0,0,0,0,0,NA,NA,-0.739128450832763,NA,NA,1
"Greece","2001-01-01","2000-12-31",1298,0,0,0,0,0,0,0,NA,NA,5.56712299272211,NA,NA,1
"Grenada","2001-01-01","2000-12-31",9,0,0,0,0,0,0,0,NA,NA,6.66423302152255,NA,NA,1
"Guadeloupe","2001-01-01","2000-12-31",41,0,0,0,0,0,0,0,NA,NA,8.62623328492012,NA,NA,1
"Guatemala","2001-01-01","2000-12-31",27,0,0,0,0,0,0,0,NA,NA,2.35333485436155,NA,NA,1
"Guinea","2001-01-01","2000-12-31",128,0,0,0,0,0,0,0,NA,NA,3.84017796030116,NA,NA,1
"Guinea-Bissau","2001-01-01","2000-12-31",85,0,0,0,0,0,0,0,NA,NA,4.17915207150622,NA,NA,1
